CamLab data acquisition and device control system: https://github.com/sas229/CamLab
Test name: junk
Date: 2022-02-25
Time: 21:32:04

Slopes:	1.0	1.0	 1 	 1 	 1 	 1
Offsets:	0.0	0.0	 0 	 0 	 0 	 0

Channel:	AIN0 [AMY]	AIN1 [AMY]	C1 [AMY]	C1 [AMY]	C1 [AMY]	C1 [AMY]

Time (s)	Ch_1 (V)	Ch_2 (V)	 Position SP (mm)	 Position PV (mm)	 Direction (-)	 Speed (mm/s)
   0.000	   0.012	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.010	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.020	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.030	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.040	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.050	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.060	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.070	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.080	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.090	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.100	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.110	   0.012	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.120	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.130	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.140	   0.012	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.150	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.160	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.170	   0.012	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.180	   0.012	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.190	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.200	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.210	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.220	   0.012	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.230	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.240	   0.013	  -0.001	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.250	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.260	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.270	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.280	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.290	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.300	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.310	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.320	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.330	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.340	   0.013	  -0.001	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.350	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.360	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.370	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.380	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.390	   0.013	  -0.001	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.400	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.410	   0.013	  -0.001	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.420	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.430	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.440	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.450	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.460	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.470	   0.012	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.480	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.490	   0.012	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.500	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.510	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.520	   0.012	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.530	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.540	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.550	   0.013	   0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.560	   0.013	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.570	   0.012	  -0.000	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
   0.580	   0.013	  -0.001	   0.000	   0.000	   1.000	   3.000	   0.000	   0.000
